date,symbol,twitterPosts,twitterComments,twitterLikes,twitterImpressions,twitterSentiment
7/4/2022,NFLX,608,4538,15410,2227849,0.5603375
7/4/2022,NKE,130,119,1326,589921,0.5154
7/4/2022,NUE,43,7,61,499144,0.592422222
7/4/2022,NVDA,1129,2406,21413,5412754,0.563483333
7/4/2022,OXY,398,1402,6103,2867257,0.5559625
7/4/2022,PEP,131,1182,5917,267831,0.377769565
7/4/2022,PFE,900,9875,36501,15315260,0.606204167
7/4/2022,PG,262,1829,13373,1078804,0.6313375
7/4/2022,PM,247,1393763,1497869,415287,0.57955
7/4/2022,REGN,130,119,525,1074920,0.520945833
7/4/2022,SLB,23,11,62,147101,0.319205882
7/4/2022,STZ,256,194,581,5156855,0.574121739
7/4/2022,T,297,429,2252,2048466,0.523545833
7/4/2022,TMO,90,101,933,1021179,0.52752381
7/4/2022,TSLA,8526,242225,2188596,62651967,0.548533333
7/4/2022,TSN,29,4,542,131443,0.400478571
7/4/2022,V,197,163,1088,1045663,0.5025125
8/4/2022,A,102,15,52,320505,0.553286364
8/4/2022,AAL,168,98,347,853887,0.491579167
8/4/2022,AAP,23,21,111,304296,0.25131
8/4/2022,AAPL,1234,12329,99081,11782827,0.549004167
8/4/2022,ABBV,302,2507,6465,1777591,0.571520833
8/4/2022,ABT,64,18,85,437259,0.436122727
8/4/2022,AEP,21,20,88,62459,0.376423529
8/4/2022,AMD,1504,3762628,3597488,6239391,0.546470833
8/4/2022,AMZN,875,9002,29417,5632524,0.57385
8/4/2022,ATVI,59,57,1004,231225,0.497361111
8/4/2022,BA,501,476,2515,2354909,0.518425
8/4/2022,BIIB,167,80,237,1659437,0.496775
8/4/2022,BKR,45,310,538,177921,0.53661
8/4/2022,C,323,1257,6694,6379545,0.5392
8/4/2022,CB,26,8,54,171046,0.31738125
8/4/2022,CMG,65,56,160,153890,0.478230435
8/4/2022,CRM,197,10371,17731,375913,0.574986957
8/4/2022,D,24,2,7,69921,0.456576923
8/4/2022,DAL,148,96,408,892507,0.526
8/4/2022,DD,86,589,4054,263962,0.516657895
8/4/2022,DIS,561,6969,38129,3963332,0.508841667
8/4/2022,EA,45,22,89,255451,0.444164706
8/4/2022,EBAY,78,111,1215,211223,0.498785714
8/4/2022,ENPH,58,73,496,478471,0.413359091
8/4/2022,ES,504,1107,7720,2334144,0.5441125
8/4/2022,F,580,2501,19265,9067276,0.542433333
8/4/2022,FCX,138,144,646,933501,0.540804167
8/4/2022,GILD,103,113,954,640663,0.531615
8/4/2022,GOOG,381,934,9142,1165182,0.544966667
8/4/2022,GOOGL,761,57949,71527,2286972,0.557325
8/4/2022,GS,601,16160,119879,6851291,0.559733333
8/4/2022,HBAN,30,43,119,182227,0.296407143
8/4/2022,ILMN,28,11,30,321209,0.213052941
8/4/2022,INTC,275,378,1158,2307239,0.515778261
8/4/2022,JPM,430,3204,20986,7114499,0.5560875
8/4/2022,K,69,119,495,146254,0.467461905
8/4/2022,KEY,474,4371938,4838860,293270,0.691020833
8/4/2022,KO,233,954,6168,1372230,0.486245833
8/4/2022,L,22,8,26,66993,0.434423077
8/4/2022,LMT,163,896,7339,1063189,0.534775
8/4/2022,MA,99,379,2970,439810,0.529086957
8/4/2022,META,874,5806,39211,4780971,0.55205
8/4/2022,MNST,76,1275,4698,635251,0.577294737
8/4/2022,MO,102,325,1988,586578,0.5566
8/4/2022,MRNA,616,23426,109140,9825769,0.536691667
8/4/2022,MRO,67,26,40,1039152,0.493427273
8/4/2022,MSFT,746,18893,34086,4198960,0.548575
8/4/2022,MU,436,1107,7935,1750416,0.549204167
8/4/2022,NFLX,660,20273,33841,1995909,0.5491625
8/4/2022,NKE,173,905,7573,2970878,0.5401875
8/4/2022,NUE,61,88,326,369540,0.55699
8/4/2022,NVDA,1309,15549,42968,7455474,0.570966667
8/4/2022,OXY,569,786,5767,7201556,0.552925
8/4/2022,PEP,83,219,995,447098,0.4351
8/4/2022,PFE,477,2263,9666,5743906,0.5879
8/4/2022,PG,188,924,7068,976049,0.642945833
8/4/2022,PM,189,1216957,1306655,499632,0.564956522
8/4/2022,REGN,116,127,585,564100,0.471773913
8/4/2022,SLB,52,20,111,1020438,0.52323125
8/4/2022,STZ,73,169,528,569462,0.521666667
8/4/2022,T,407,599,3140,4887589,0.54775
8/4/2022,TMO,60,64,689,418884,0.501938095
8/4/2022,TSLA,14388,1317987,11677271,59889033,0.559429167
8/4/2022,TSN,32,51,171,113969,0.3982
8/4/2022,V,138,447,3379,941128,0.440629167
9/4/2022,A,52,6,29,31831,0.500221739
9/4/2022,AAL,80,556,2854,85553,0.361620833
9/4/2022,AAPL,695,3090,10302,1460972,0.555658333
9/4/2022,ABBV,152,753,5083,684914,0.526175
9/4/2022,ABT,32,27,127,283121,0.5073
9/4/2022,AMD,827,3715927,3552428,1830489,0.5522375
9/4/2022,AMZN,721,7583,58498,78256178,0.526304167
9/4/2022,ATVI,26,42,243,108399,0.212015385
9/4/2022,BA,371,2756,7710,1135990,0.533645833
9/4/2022,BIIB,40,29,196,410236,0.395009524
9/4/2022,C,228,6789,18902,1009068,0.5037
9/4/2022,CMG,72,35,60,367536,0.313109091
9/4/2022,CRM,494,102192,125832,838682,0.45745
9/4/2022,DAL,211,7009,19480,1202706,0.496175
9/4/2022,DD,33,5288,5733,36413,0.568768421
9/4/2022,DIS,455,7168,22448,1100020,0.522170833
9/4/2022,EA,27,22,299,69239,0.510293333
9/4/2022,EBAY,26,11,53,35253,0.392607143
9/4/2022,ENPH,50,152,1370,359902,0.376490476
9/4/2022,ES,135,473,5135,212606,0.523978261
9/4/2022,F,394,7247,72133,1430364,0.5504
9/4/2022,FCX,92,2976,3822,369035,0.613261905
9/4/2022,GILD,61,147,866,224271,0.4601
9/4/2022,GOOG,322,6129,39032,751066,0.547658333
9/4/2022,GOOGL,431,5172,28733,1990349,0.5916
9/4/2022,GS,285,7494,22832,1793137,0.5389375
9/4/2022,INTC,278,1238,8576,1168737,0.525991667
9/4/2022,JPM,255,6594,18987,1256903,0.463029167
9/4/2022,KEY,302,871023,963288,651069,0.6681625
9/4/2022,KO,167,243,1595,1641247,0.482408333
9/4/2022,LMT,69,219,1628,404987,0.46462381
9/4/2022,MA,84,439,4034,240005,0.502509091
9/4/2022,META,688,10271,57811,3014505,0.557216667
9/4/2022,MNST,48,229,908,94067,0.348686667
9/4/2022,MO,67,280,1824,396352,0.521436364
9/4/2022,MRNA,299,8279,42823,3518799,0.577870833
9/4/2022,MRO,39,23,138,423890,0.335055
9/4/2022,MSFT,649,3889,20158,1959113,0.5665875
9/4/2022,MU,157,931,5307,418535,0.569608333
9/4/2022,NFLX,382,1854,9215,949453,0.493008333
9/4/2022,NKE,82,373,1966,133030,0.439008333
9/4/2022,NUE,22,61,324,87879,0.418469231
9/4/2022,NVDA,803,8377,53556,2564265,0.560495833
9/4/2022,OXY,209,274,2090,1850973,0.5821625
9/4/2022,PEP,74,50,132,366460,0.226304167
9/4/2022,PFE,251,304,1674,5221327,0.6636
9/4/2022,PG,142,257,1549,285549,0.486166667
9/4/2022,PM,458,5238461,5624317,724143,0.602154167
9/4/2022,REGN,76,2389,13917,780134,0.455036842
9/4/2022,SLB,35,65,258,87869,0.408068182
9/4/2022,T,257,252,1135,1196330,0.5456375
9/4/2022,TMO,28,24,27,48985,0.35625
9/4/2022,TSLA,6666,1184346,10252766,15930307,0.567758333
9/4/2022,V,175,3949,18552,502102,0.539281818
10/4/2022,A,61,25,61,218234,0.545026087
10/4/2022,AAL,83,315,1992,311397,0.489905263
10/4/2022,AAPL,736,3183,16035,3504775,0.5572
10/4/2022,ABBV,138,964,6516,614959,0.540766667
10/4/2022,ABT,39,27,204,163408,0.51111875
10/4/2022,AMD,909,7265041,6948169,3093175,0.5411
10/4/2022,AMZN,657,8014,63672,77967468,0.5196625
10/4/2022,ATVI,23,110,763,249481,0.388021429
10/4/2022,BA,358,4049,12658,1128733,0.469591667
10/4/2022,BIIB,30,24,31,56972,0.3884
10/4/2022,BKR,22,18,32,43320,0.496570588
10/4/2022,C,253,5678,15085,2939811,0.520575
10/4/2022,CMG,69,47,289,194597,0.333885714
10/4/2022,CRM,116,28041,32658,71116,0.47135
10/4/2022,D,25,29,157,8010,0.133230769
10/4/2022,DAL,244,5443,14766,3608017,0.563208333
10/4/2022,DD,40,11223,12355,43941,0.608295
10/4/2022,DIS,355,3248,8985,1876063,0.53635
10/4/2022,EBAY,37,19,377,61419,0.3642
10/4/2022,ENPH,30,53,386,86397,0.410014286
10/4/2022,ES,141,732,6489,199164,0.490533333
10/4/2022,F,334,6979,70075,3625434,0.537941667
10/4/2022,FCX,125,8716,9746,345150,0.687179167
10/4/2022,GILD,47,152,845,318561,0.517763158
10/4/2022,GOOG,262,3935,27989,2499812,0.530245833
10/4/2022,GOOGL,332,4352,23817,1915230,0.521354167
10/4/2022,GS,347,6238,17606,4803207,0.466470833
10/4/2022,INTC,217,411,1836,1452934,0.497266667
10/4/2022,JPM,332,5378,14827,4492880,0.4617875
10/4/2022,K,50,25,175,87063,0.4605625
10/4/2022,KEY,267,1101376,1211893,383916,0.677225
10/4/2022,KO,177,386,2933,1060482,0.4353375
10/4/2022,LMT,71,658,4301,275008,0.477247826
10/4/2022,MA,66,233,1965,352857,0.399647826
10/4/2022,META,492,3303,25584,2193857,0.5456875
10/4/2022,MNST,25,31,167,683485,0.44838125
10/4/2022,MO,59,311,1772,237180,0.54175625
10/4/2022,MRNA,166,1664,7764,1261175,0.510281818
10/4/2022,MRO,47,46,232,880591,0.466626316
10/4/2022,MSFT,584,5258,19576,2809837,0.537358333
10/4/2022,MU,104,133,1064,1208697,0.561636364
10/4/2022,NFLX,474,2445,11797,3822021,0.5615125
10/4/2022,NKE,64,693,4610,802478,0.515838095
10/4/2022,NUE,26,59,361,57214,0.51973125
10/4/2022,NVDA,619,4344,21206,3707067,0.554695833
10/4/2022,OXY,517,755,4368,2682086,0.556195833
10/4/2022,PEP,96,241,1728,106146,0.394690909
10/4/2022,PFE,311,989,4715,4816779,0.619570833
10/4/2022,PG,132,122,539,824005,0.534033333
10/4/2022,PM,601,8003800,8567939,264752,0.5937375
10/4/2022,REGN,41,94,521,291768,0.417568421
10/4/2022,SLB,41,77,289,160661,0.502972222
10/4/2022,STZ,29,63,320,146550,0.42785
10/4/2022,T,234,2016,5854,1092571,0.529570833
10/4/2022,TMO,22,19,75,41393,0.466042857
10/4/2022,TSLA,3530,159526,1519118,13163398,0.582833333
10/4/2022,V,107,522,3670,333526,0.468134783
11/4/2022,A,95,25,49,935486,0.513218182
11/4/2022,AAL,228,186,858,1960381,0.5532125
11/4/2022,AAPL,1546,10855,69053,12719503,0.562258333
11/4/2022,ABBV,220,3795,22777,747345,0.5481125
11/4/2022,ABT,99,3146,16121,804112,0.488829412
11/4/2022,AMD,1885,3939096,3780559,8160240,0.540925
11/4/2022,AMZN,1000,11278,127989,12323199,0.518441667
11/4/2022,ATVI,90,149,1101,1288561,0.56248
11/4/2022,BA,465,1167,10714,1422677,0.534729167
11/4/2022,BIIB,42,30,83,124658,0.5204
11/4/2022,BKR,39,81,145,925672,0.518842105
11/4/2022,C,391,4739,12479,3252133,0.544045833
11/4/2022,CMG,94,28,73,177329,0.500286957
11/4/2022,CRM,148,14831,14347,5505408,0.5221
11/4/2022,D,45,39,182,754893,0.318308696
11/4/2022,DAL,433,4833,15512,9708497,0.4858375
11/4/2022,DD,56,13105,14384,80287,0.582159091
11/4/2022,DIS,501,1394,9496,3484189,0.535308333
11/4/2022,EA,26,13,72,77320,0.4282
11/4/2022,EBAY,66,15,66,124227,0.413766667
11/4/2022,ENPH,60,112,564,1011142,0.4996
11/4/2022,ES,615,1581,10735,2347830,0.520858333
11/4/2022,F,623,2174,14424,4719443,0.555620833
11/4/2022,FCX,99,1888,3572,424686,0.547219048
11/4/2022,GILD,112,265,1194,511169,0.516052174
11/4/2022,GOOG,514,5740,63742,3682996,0.513520833
11/4/2022,GOOGL,615,3966,23380,2397020,0.5022625
11/4/2022,GS,554,5844,18396,4843295,0.5301125
11/4/2022,ILMN,23,8,6,146997,0.270984615
11/4/2022,INTC,394,891,7144,8824694,0.525129167
11/4/2022,JPM,496,4160,14242,5297015,0.555483333
11/4/2022,K,39,3,20,58553,0.447172222
11/4/2022,KEY,357,2206829,2421603,1456262,0.685575
11/4/2022,KO,242,952,5385,1147688,0.4950875
11/4/2022,L,30,16,50,76235,0.309775
11/4/2022,LMT,116,186,1103,927288,0.45675
11/4/2022,MA,118,457,2393,630391,0.504956522
11/4/2022,META,804,4867,35218,4328375,0.5497125
11/4/2022,MNST,57,125,427,204856,0.549711765
11/4/2022,MO,120,1527,7537,782014,0.537031818
11/4/2022,MRNA,574,57394,161341,2843827,0.565775
11/4/2022,MRO,55,51,323,237334,0.378331818
11/4/2022,MSFT,890,3686,22910,4196278,0.5701125
11/4/2022,MU,345,657,4965,7536420,0.5634375
11/4/2022,NFLX,537,1978,19981,2269879,0.551670833
11/4/2022,NKE,182,1614,11189,1022270,0.539113043
11/4/2022,NUE,50,78,494,259514,0.582288235
11/4/2022,NVDA,1654,5697,44678,16167598,0.5329125
11/4/2022,OXY,424,1102,4545,3434530,0.534595833
11/4/2022,PEP,128,445,2448,749746,0.397983333
11/4/2022,PFE,615,16742,49581,6907356,0.565579167
11/4/2022,PG,184,341,1353,888720,0.545525
11/4/2022,PM,551,7365743,7871877,471525,0.594970833
11/4/2022,REGN,68,35,290,282713,0.56255
11/4/2022,SLB,65,90,368,907540,0.493242857
11/4/2022,STZ,39,37,106,525924,0.545515
11/4/2022,T,1171,1672,8815,11710879,0.554954167
11/4/2022,TMO,30,13,71,165510,0.583166667
11/4/2022,TSLA,6568,89708,971758,44719204,0.538816667
11/4/2022,TSN,30,12,47,82110,0.4334
11/4/2022,V,151,893,4778,735960,0.3431
12/4/2022,A,123,61,128,855663,0.540327273
12/4/2022,AAL,364,574,3661,4026915,0.483783333
12/4/2022,AAPL,1777,16293,103980,23038219,0.563104167
12/4/2022,ABBV,296,2225,10709,1663312,0.499533333
12/4/2022,ABT,323,15634,51128,1956706,0.592354167
12/4/2022,AEP,27,12,49,226105,0.3177125
12/4/2022,AMD,1554,2020415,1936591,6211837,0.5457125
12/4/2022,AMZN,867,5760,56064,11092650,0.545895833
12/4/2022,ATVI,102,110,317,452969,0.517880952
12/4/2022,BA,486,3364,45416,4126863,0.554008333
12/4/2022,BIIB,53,23,85,358422,0.379921053
12/4/2022,C,267,2535,6372,1790729,0.5371875
12/4/2022,CB,26,3,2,88228,0.251982353
12/4/2022,CMG,151,76,139,646876,0.526326087
12/4/2022,CRM,193,7004,7472,544794,0.497845833
12/4/2022,D,40,12,44,145859,0.523453333
12/4/2022,DAL,415,3313,9921,9185935,0.557195833
12/4/2022,DD,62,7253,8097,104923,0.60587619
12/4/2022,DIS,453,322,2492,2447009,0.5351625
12/4/2022,EA,33,72,151,157999,0.334225
12/4/2022,EBAY,89,81,325,162639,0.459057895
12/4/2022,EL,61,9,39,215394,0.267935
12/4/2022,ENPH,56,90,634,449566,0.497008696
12/4/2022,ES,728,613,5247,3411488,0.512745833
12/4/2022,F,549,643,4187,3943607,0.559816667
12/4/2022,FCX,101,504,1415,468142,0.567483333
12/4/2022,GILD,95,40,109,428382,0.498866667
12/4/2022,GOOG,494,2644,26305,2021636,0.547745833
12/4/2022,GOOGL,550,2699,19864,3018440,0.541383333
12/4/2022,GS,321,2696,7663,2876548,0.483683333
12/4/2022,ILMN,32,16,11,185906,0.313293333
12/4/2022,INTC,379,492,3189,2738677,0.563404167
12/4/2022,JPM,465,2384,8445,3919574,0.508979167
12/4/2022,K,61,48,248,255078,0.51785
12/4/2022,KEY,213,901946,991312,641283,0.676375
12/4/2022,KO,292,366,2335,1557970,0.5610125
12/4/2022,L,40,2,2,94636,0.522815385
12/4/2022,LMT,203,3018,16174,1467353,0.496591304
12/4/2022,MA,168,3004,15142,715635,0.570391304
12/4/2022,META,717,3202,23186,6041850,0.549345833
12/4/2022,MNST,38,36,66,119229,0.465141176
12/4/2022,MO,99,212,901,5611405,0.450070833
12/4/2022,MRNA,361,21056,60846,1278227,0.53565
12/4/2022,MRO,173,68,410,1352037,0.478330435
12/4/2022,MSFT,754,3305,23337,9689739,0.546954167
12/4/2022,MU,316,443,4310,1077772,0.569069565
12/4/2022,NFLX,568,2922,13877,7340130,0.533983333
12/4/2022,NKE,161,386,2859,2332512,0.481247826
12/4/2022,NUE,105,119,437,860475,0.554304762
12/4/2022,NVDA,1567,4710,48586,8507354,0.536295833
12/4/2022,OXY,415,710,2502,7939851,0.533195833
12/4/2022,PEP,129,250,1658,227535,0.4584
12/4/2022,PFE,495,6972,22977,9448653,0.536733333
12/4/2022,PG,313,1933,15024,1506888,0.585245833
12/4/2022,PM,463,5726931,6110238,642403,0.593004167
12/4/2022,REGN,44,13,32,153702,0.464722222
12/4/2022,SLB,71,53,157,496317,0.541704545
12/4/2022,STZ,37,65,206,5209647,0.589066667
12/4/2022,T,685,868,2813,3896708,0.548020833
12/4/2022,TMO,34,15,106,152926,0.391015789
12/4/2022,TSLA,5707,109108,1204765,30471429,0.544629167
12/4/2022,TSN,32,0,7,155999,0.330994737
12/4/2022,V,273,2493,12976,1642158,0.538034783
13/4/2022,A,112,98,372,541106,0.543873913
13/4/2022,AAL,558,471,2559,4864130,0.541629167
13/4/2022,AAPL,1736,62553,330168,13235114,0.580058333
13/4/2022,ABBV,449,2450,12728,4563422,0.5479125
13/4/2022,ABT,86,1825,6222,688683,0.599704545
13/4/2022,AMD,1264,2134902,2051051,6272084,0.546033333
13/4/2022,AMZN,1392,22531,125922,15851468,0.549275
13/4/2022,ATVI,87,106,190,589533,0.545438095
13/4/2022,BA,564,1731,11219,1840883,0.559083333
13/4/2022,BIIB,53,54,141,305217,0.57255
13/4/2022,BKR,55,554,1995,864534,0.497868421
13/4/2022,C,355,1199,3933,8578058,0.573054167
13/4/2022,CB,26,5,6,360240,0.243607143
13/4/2022,CMG,129,67,120,511233,0.417975
13/4/2022,CRM,160,4267,6031,1003844,0.5288375
13/4/2022,D,41,2,14,179873,0.522547059
13/4/2022,DAL,1045,3388,16204,20256556,0.522908333
13/4/2022,DD,60,5302,5720,304063,0.554278947
13/4/2022,DIS,428,579,2753,2288552,0.554379167
13/4/2022,EA,31,44,66,111501,0.172078571
13/4/2022,EBAY,81,38,314,527683,0.46483913
13/4/2022,EL,24,33,107,121927,0.336676923
13/4/2022,ENPH,31,9,48,92773,0.400615789
13/4/2022,ES,620,1488,8993,2332472,0.525483333
13/4/2022,F,613,6096,34042,5259822,0.556854167
13/4/2022,FCX,95,142,493,1410278,0.545513636
13/4/2022,GILD,103,208,737,585088,0.5622875
13/4/2022,GOOG,529,1226,11749,3251716,0.548066667
13/4/2022,GOOGL,650,3154,20855,6465390,0.545
13/4/2022,GS,342,1540,6058,13268590,0.5336625
13/4/2022,ILMN,37,31,68,107894,0.1942
13/4/2022,INTC,287,375,3880,1793127,0.545891667
13/4/2022,J,26,274,277,25620,0.399090909
13/4/2022,JPM,1739,7233,32757,54268567,0.519625
13/4/2022,K,76,405,1848,173145,0.533954167
13/4/2022,KEY,105,50359,55663,717471,0.560109091
13/4/2022,KO,240,512,3072,1124069,0.518791667
13/4/2022,L,33,4,30,215985,0.587314286
13/4/2022,LMT,184,2076,9506,1419973,0.5855
13/4/2022,MA,209,2650,12877,1907847,0.561520833
13/4/2022,META,1131,7273,54496,11088567,0.542525
13/4/2022,MNST,35,30,35,93316,0.45424
13/4/2022,MO,116,441,2541,899407,0.508965217
13/4/2022,MRNA,443,3727,12557,3326507,0.576483333
13/4/2022,MRO,133,157,720,2261238,0.5454
13/4/2022,MSFT,802,4543,28149,4765744,0.567670833
13/4/2022,MU,297,123,944,1026611,0.587654167
13/4/2022,NFLX,587,2172,11096,14601081,0.553729167
13/4/2022,NKE,163,470,3093,737831,0.562579167
13/4/2022,NUE,119,308,2090,1493823,0.531685
13/4/2022,NVDA,1185,3237,35541,12210212,0.5633
13/4/2022,OXY,406,1076,4022,3472559,0.568941667
13/4/2022,PEP,98,347,1956,297241,0.501629167
13/4/2022,PFE,478,9132,17067,2989658,0.536133333
13/4/2022,PG,281,2547,18720,1585501,0.512608333
13/4/2022,PM,369,4820299,5131605,277485,0.593270833
13/4/2022,REGN,40,30,181,103232,0.462588889
13/4/2022,SLB,63,89,511,191329,0.53899
13/4/2022,STZ,29,26,68,381823,0.45055
13/4/2022,T,442,620,3282,2778563,0.556991667
13/4/2022,TMO,56,71,196,829588,0.51625
13/4/2022,TSLA,6096,82762,788609,37624782,0.545870833
13/4/2022,TSN,25,26,290,437562,0.393478571
13/4/2022,V,227,3200,15805,1255720,0.491466667
14/4/2022,A,144,1587,7894,351432,0.533633333
14/4/2022,AAL,468,573,3087,2479584,0.565191667
14/4/2022,AAPL,1447,6191,38075,11828840,0.5509875
14/4/2022,ABBV,310,578,3924,1821133,0.535270833
14/4/2022,ABT,58,596,2580,292847,0.456781818
14/4/2022,AMD,1451,1204574,1158890,5828095,0.551816667
14/4/2022,AMZN,1262,17993,109336,16514178,0.545179167
14/4/2022,ATVI,86,91,458,487945,0.456455
14/4/2022,BA,459,1588,8902,944034,0.561395833
14/4/2022,BIIB,34,10,74,277999,0.484057143
14/4/2022,BKR,36,237,1140,231328,0.524670588
14/4/2022,C,525,1387,5215,7122809,0.5446625
14/4/2022,CMG,131,157,1235,556239,0.397620833
14/4/2022,CRM,219,7777,9747,801094,0.5159625
14/4/2022,D,41,2,5,280312,0.557438889
14/4/2022,DAL,478,1053,5246,3448498,0.566666667
14/4/2022,DD,55,24,93,70481,0.56895
14/4/2022,DIS,460,5854,14956,2241675,0.544933333
14/4/2022,EBAY,63,67,659,306187,0.524752381
14/4/2022,EL,50,69,350,782774,0.460213333
14/4/2022,ENPH,52,158,1229,298856,0.426129167
14/4/2022,ES,632,2244,15062,4225121,0.508870833
14/4/2022,F,569,3431,18533,5971436,0.531475
14/4/2022,FCX,102,92,597,772879,0.595870833
14/4/2022,GILD,72,34,136,574907,0.486581818
14/4/2022,GOOG,684,6028,71565,3201869,0.558045833
14/4/2022,GOOGL,667,13519,82098,5836011,0.560891667
14/4/2022,GS,851,11178,208709,13336878,0.554570833
14/4/2022,ILMN,28,9,16,189078,0.397013333
14/4/2022,INTC,357,332,3118,2878716,0.562045833
14/4/2022,JPM,755,4750,33836,6304048,0.529325
14/4/2022,K,50,67,333,140973,0.491326667
14/4/2022,KEY,162,16,111,350741,0.686557143
14/4/2022,KO,354,2411,8106,2525468,0.516945833
14/4/2022,L,22,1,2,73344,0.581133333
14/4/2022,LMT,103,141,1017,412637,0.512070833
14/4/2022,MA,126,971,5367,575642,0.537883333
14/4/2022,META,832,2941,22116,7424396,0.547366667
14/4/2022,MNST,40,61,311,267142,0.530029412
14/4/2022,MO,160,2195,7885,512163,0.52796087
14/4/2022,MRNA,366,717,3677,2407411,0.547891667
14/4/2022,MRO,78,92,667,1198259,0.434083333
14/4/2022,MSFT,757,3260,22176,3895876,0.573420833
14/4/2022,MU,280,112,660,918014,0.5800625
14/4/2022,NFLX,547,1667,8430,4311739,0.555045833
14/4/2022,NKE,498,496,3535,10108985,0.535526087
14/4/2022,NUE,144,457,2962,1161250,0.532358333
14/4/2022,NVDA,1210,2484,26090,7226836,0.568641667
14/4/2022,OXY,332,610,3102,2038020,0.538258333
14/4/2022,PEP,103,362,2246,442521,0.435275
14/4/2022,PFE,421,2364,11832,5772023,0.598383333
14/4/2022,PG,239,1327,11994,1052728,0.536725
14/4/2022,PM,102,582982,620803,360802,0.581042857
14/4/2022,REGN,64,20,62,652793,0.517747619
14/4/2022,SLB,86,133,1188,680756,0.545377273
14/4/2022,STZ,25,5,19,212200,0.429871429
14/4/2022,T,473,3803,25775,4672960,0.548816667
14/4/2022,TSLA,9637,131448,1245699,89712419,0.554716667
14/4/2022,TSN,45,23,216,96306,0.541358824
14/4/2022,V,168,922,5867,1381607,0.495683333
15/4/2022,A,67,134,647,335575,0.5674125
15/4/2022,AAL,254,24867,65382,1492775,0.521441667
15/4/2022,AAPL,783,9759,38494,7306676,0.548945833
15/4/2022,ABBV,162,1423,13272,1104182,0.565020833
15/4/2022,ABT,52,684,2379,515499,0.453840909
15/4/2022,AMD,687,748144,739595,2625737,0.536145833
15/4/2022,AMZN,596,6267,35497,2405806,0.541408333
15/4/2022,ATVI,67,14,70,239929,0.495466667
15/4/2022,BA,326,31252,84509,906742,0.524029167
15/4/2022,BIIB,27,43,81,116453,0.427373333
15/4/2022,C,447,66932,425017,2338243,0.546504167
15/4/2022,CMG,91,17,131,131901,0.414991304
15/4/2022,CRM,124,1744,2732,433321,0.494820833
15/4/2022,D,30,1,9,77645,0.429233333
15/4/2022,DAL,167,244,1118,406603,0.503733333
15/4/2022,DD,44,5294,5744,69622,0.558547059
15/4/2022,DIS,381,38251,101536,787557,0.533320833
15/4/2022,EBAY,51,156,1593,204579,0.493036364
15/4/2022,ES,136,522,4915,202410,0.540582609
15/4/2022,F,307,20993,56050,1554431,0.548820833
15/4/2022,FCX,160,13580,13602,310832,0.450155
15/4/2022,GILD,40,67,242,132106,0.381480952
15/4/2022,GOOG,363,3062,26398,793603,0.506195833
15/4/2022,GOOGL,537,31898,144043,2663548,0.546425
15/4/2022,GS,532,39311,488814,1517788,0.5226625
15/4/2022,INTC,323,30861,81020,1369678,0.543933333
15/4/2022,JPM,395,19709,141971,2723879,0.574220833
15/4/2022,K,61,99,719,4592934,0.521890476
15/4/2022,KEY,124,622,2361,198742,0.617670588
15/4/2022,KO,372,27909,76454,1037063,0.525345833
15/4/2022,LMT,265,43526,115397,758322,0.505708696
15/4/2022,MA,75,38,258,212484,0.421971429
15/4/2022,META,612,10607,44399,4051643,0.543470833
15/4/2022,MNST,40,957,3005,263367,0.4935
15/4/2022,MO,66,586,3301,177789,0.49807619
15/4/2022,MRNA,129,1179,4019,315827,0.544134783
15/4/2022,MRO,50,23,194,288959,0.4144
15/4/2022,MSFT,557,13687,43201,2789273,0.572595833
15/4/2022,MU,102,310,622,1053446,0.456690909
15/4/2022,NFLX,434,22085,61634,2615103,0.534683333
15/4/2022,NKE,195,660,2783,1188966,0.5485875
15/4/2022,NUE,256,50184,132407,641489,0.447127273
15/4/2022,NVDA,709,3145,25301,4832830,0.577270833
15/4/2022,OXY,166,577,3450,1237108,0.5504
15/4/2022,PEP,93,139,761,126723,0.326779167
15/4/2022,PFE,312,30203,80551,1248015,0.4850375
15/4/2022,PG,332,36181,101391,778398,0.503791667
15/4/2022,PM,73,405687,432245,430766,0.559973913
15/4/2022,SLB,47,64,384,274443,0.459185714
15/4/2022,T,393,29565,80950,2019172,0.5525625
15/4/2022,TSLA,6566,307824,2365136,30142091,0.547204167
15/4/2022,TSN,22,10,125,38927,0.409238462
15/4/2022,V,168,952,4735,1239586,0.496656522
16/4/2022,A,45,43,223,60932,0.462209091
16/4/2022,AAL,323,45823,118578,1700320,0.536913043
16/4/2022,AAPL,644,15475,47627,2646074,0.553508333
16/4/2022,ABBV,83,412,3115,348917,0.492216667
16/4/2022,ABT,187,17756,43207,1482358,0.497431818
16/4/2022,AEP,43,2916,26984,66242,0.2361875
16/4/2022,AMD,627,1047341,1092206,1330036,0.536591667
16/4/2022,AMZN,598,23672,78215,2120673,0.554391667
16/4/2022,ATVI,49,15,52,618767,0.482657143
16/4/2022,BA,238,36683,99904,427782,0.510020833
16/4/2022,BKR,167,23210,54094,851328,0.44091875
16/4/2022,C,85,2038,13118,113591,0.445771429
16/4/2022,CMG,76,24,15,77073,0.37816087
16/4/2022,CRM,2743,2402251,1943527,453967,0.6104
16/4/2022,DAL,117,187,579,207721,0.464283333
