date,symbol,twitterPosts,twitterComments,twitterLikes,twitterImpressions,twitterSentiment
28/7/2022,NCLH,157,31,70,648807,0.55273
28/7/2022,NFLX,910,14011,55590,7928814,0.565841667
28/7/2022,NKE,153,181,825,1078244,0.545604348
28/7/2022,NUE,46,28,70,389578,0.52145
28/7/2022,NVDA,3346,991137,5272944,18650575,0.5519
28/7/2022,OXY,156,125,621,472918,0.544833333
28/7/2022,PEP,128,334,2222,1149259,0.544413043
28/7/2022,PFE,1158,10602,29201,16694503,0.5225875
28/7/2022,PG,286,6557,25976,3151071,0.586140909
28/7/2022,PM,56,42,166,336141,0.53822
28/7/2022,PYPL,475,1172,7186,4312695,0.559933333
28/7/2022,RCL,321,634,2879,6871622,0.4824
28/7/2022,REGN,42,49,246,241918,0.538222222
28/7/2022,SLB,53,17,112,195993,0.572770588
28/7/2022,T,267,3296,18163,1734564,0.547425
28/7/2022,TMO,239,956,4600,2276916,0.506583333
28/7/2022,TSLA,8626,172550,1056980,54635372,0.548958333
28/7/2022,TSN,117,1164,2059,163252,0.538164706
28/7/2022,V,535,14654,91968,2797772,0.558991667
28/7/2022,XOM,437,6303,15928,3753091,0.571208333
29/7/2022,A,57,9,28,124417,0.524463636
29/7/2022,AAL,309,1579,3954,747939,0.532154167
29/7/2022,AAPL,6746,113494,595646,62364037,0.554929167
29/7/2022,ABBV,802,9706,85706,7221036,0.557583333
29/7/2022,ABT,60,1124,3095,442397,0.583490476
29/7/2022,AEP,22,42,142,137133,0.471371429
29/7/2022,AES,23,12,37,79382,0.525630769
29/7/2022,AMD,1765,6956,43247,20860139,0.561795833
29/7/2022,AMZN,7470,136717,829774,85162123,0.553520833
29/7/2022,ATVI,86,99,1196,571089,0.579933333
29/7/2022,AVGO,79,87,570,100447,0.621057895
29/7/2022,BA,352,3011,7566,1226990,0.559854167
29/7/2022,BIIB,40,4,22,122166,0.565561111
29/7/2022,BKR,31,604,1456,413680,0.47984
29/7/2022,BMY,117,378,2550,1057796,0.602290476
29/7/2022,C,142,65,340,361579,0.5585625
29/7/2022,CB,32,122,430,45535,0.549013333
29/7/2022,CCL,244,114,351,1238774,0.574108696
29/7/2022,CMG,215,2602,11472,929427,0.549130435
29/7/2022,CRM,148,555,3489,399486,0.582858333
29/7/2022,CVX,1623,10147,39121,48169116,0.555529167
29/7/2022,D,26,0,1,43527,0.478041176
29/7/2022,DAL,213,70,141,834165,0.555847826
29/7/2022,DD,46,1101,1482,364289,0.602536842
29/7/2022,DG,157,1911,5348,808176,0.599833333
29/7/2022,DIS,434,7324,29213,1978162,0.5550125
29/7/2022,DLTR,39,12,66,104819,0.55250625
29/7/2022,DVN,76,949,2474,591857,0.510581818
29/7/2022,EA,53,85,240,260810,0.543926087
29/7/2022,EBAY,73,31,112,149141,0.549642105
29/7/2022,EL,33,33,121,213370,0.506014286
29/7/2022,ENPH,637,3549,15301,5268027,0.5619375
29/7/2022,ES,916,5182,33712,4696650,0.521825
29/7/2022,F,809,5752,32993,9217996,0.561495833
29/7/2022,FCX,132,1732,4971,1635360,0.57995
29/7/2022,GILD,79,41,125,352248,0.545295833
29/7/2022,GOOG,1042,17713,93107,4020943,0.553383333
29/7/2022,GOOGL,1493,61081,261032,11659244,0.569704167
29/7/2022,GS,348,2182,6307,1251586,0.531266667
29/7/2022,HBAN,25,20,82,152836,0.475952941
29/7/2022,HON,70,98,341,746450,0.531878261
29/7/2022,INTC,2466,11357,68085,30487946,0.5185
29/7/2022,J,86,1054,3758,1038304,0.483736364
29/7/2022,JNJ,282,3004,10604,1888261,0.556317391
29/7/2022,JPM,426,2071,10398,2103737,0.5373875
29/7/2022,K,109,329,1565,1706374,0.50259
29/7/2022,KEY,102,1299,7091,560210,0.586426087
29/7/2022,KO,220,3200,9322,1068165,0.556445833
29/7/2022,L,96,28,163,517585,0.60804
29/7/2022,LMT,155,2380,6443,654960,0.593418182
29/7/2022,MA,191,4565,17234,686724,0.606441667
29/7/2022,MDT,104,234,564,323221,0.59365
29/7/2022,META,3002,139080,904703,26111535,0.556558333
29/7/2022,MNST,96,42,152,947237,0.525519048
29/7/2022,MO,138,2310,5967,923905,0.599690909
29/7/2022,MPC,40,205,555,449458,0.503263158
29/7/2022,MRNA,454,5676,32532,4732488,0.539058333
29/7/2022,MRO,38,6,9,164572,0.4905
29/7/2022,MSFT,2340,81414,353920,11201598,0.5578375
29/7/2022,MU,507,9548,93019,3002740,0.557516667
29/7/2022,NCLH,172,60,121,758797,0.556042857
29/7/2022,NFLX,1002,52654,205950,6309089,0.578595833
29/7/2022,NKE,140,65,251,715524,0.571030435
29/7/2022,NUE,33,552,1332,155502,0.42221875
29/7/2022,NVDA,1930,162477,821970,12931323,0.5758
29/7/2022,OXY,289,205,990,2062948,0.585395833
29/7/2022,PEP,117,329,2546,582181,0.538804545
29/7/2022,PFE,426,5047,11710,2390416,0.550670833
29/7/2022,PG,878,11318,84481,11703498,0.537866667
29/7/2022,PM,69,630,1840,269309,0.5042
29/7/2022,PYPL,480,3513,22330,5388945,0.552475
29/7/2022,RCL,191,145,503,966941,0.539447826
29/7/2022,REGN,41,65,245,170366,0.4997375
29/7/2022,SLB,38,540,1281,71769,0.439855556
29/7/2022,T,258,2215,7679,880925,0.5531875
29/7/2022,TMO,53,265,1346,198896,0.558456522
29/7/2022,TSLA,11382,874281,3810819,56749246,0.538033333
29/7/2022,TSN,148,2008,3232,249338,0.593373913
29/7/2022,V,355,12138,99208,2153394,0.5502875
29/7/2022,XOM,1692,16191,66278,50641746,0.543904167
30/7/2022,A,37,6,14,40674,0.478175
30/7/2022,AAL,85,33,53,195494,0.491669565
30/7/2022,AAPL,1974,29965,171812,36440590,0.564004167
30/7/2022,ABBV,124,2358,22657,590567,0.5596625
30/7/2022,AMD,1088,48875,154993,6904741,0.515304167
30/7/2022,AMZN,1486,18937,107788,35960971,0.562879167
30/7/2022,ATVI,369,49729,128709,2495898,0.354980952
30/7/2022,AVGO,27,9,68,105887,0.508322222
30/7/2022,BA,170,233,1710,738247,0.551295833
30/7/2022,BMY,27,67,709,62296,0.508627778
30/7/2022,C,47,21,127,106957,0.565326316
30/7/2022,CCL,82,131,518,371297,0.494991304
30/7/2022,CMG,47,163,2110,388324,0.50266087
30/7/2022,CRM,46,108,667,93321,0.542894118
30/7/2022,CVX,495,5274,17828,30753485,0.556625
30/7/2022,DAL,55,21,70,135181,0.613790476
30/7/2022,DG,94,1851,3201,268782,0.620504545
30/7/2022,DIS,130,314,1976,1057001,0.500879167
30/7/2022,DVN,367,49222,127071,2037713,0.37346087
30/7/2022,EA,62,1285,5901,872582,0.426088235
30/7/2022,EBAY,71,1287,6408,1086040,0.46
30/7/2022,EL,32,694,3515,191530,0.62265
30/7/2022,ENPH,265,889,6371,1785160,0.5936125
30/7/2022,ES,265,10036,77510,627650,0.577933333
30/7/2022,F,218,491,4244,1132556,0.557241667
30/7/2022,FCX,44,68,264,196343,0.516621053
30/7/2022,GILD,84,1282,5896,989534,0.461952632
30/7/2022,GOOG,375,3506,22446,1809783,0.583504167
30/7/2022,GOOGL,453,11656,65427,2084299,0.553220833
30/7/2022,GS,69,299,1493,230135,0.552814286
30/7/2022,HON,34,70,717,198208,0.520361905
30/7/2022,INTC,430,5542,46927,2689141,0.532420833
30/7/2022,J,34,871,1894,115515,0.4681625
30/7/2022,JNJ,177,2919,21483,927897,0.552856522
30/7/2022,JPM,158,3107,14708,423008,0.546573913
30/7/2022,K,358,50884,132227,1937417,0.402643478
30/7/2022,KEY,54,415,1395,212582,0.642528571
30/7/2022,KO,94,492,3271,360306,0.571317391
30/7/2022,L,162,1127,4797,784341,0.6287125
30/7/2022,LMT,99,774,3733,339609,0.5079
30/7/2022,MA,54,487,2798,467126,0.566494737
30/7/2022,MDT,53,50,209,730016,0.529229412
30/7/2022,META,773,27524,142625,3061874,0.559754167
30/7/2022,MNST,57,95,339,142852,0.566404762
30/7/2022,MO,82,615,3925,639400,0.574756522
30/7/2022,MPC,301,52704,135499,1181585,0.386066667
30/7/2022,MRNA,555,57939,185230,3318320,0.442975
30/7/2022,MRO,300,52730,135713,1158850,0.3027
30/7/2022,MSFT,853,21693,102191,4269539,0.5726625
30/7/2022,MU,102,1858,19798,327117,0.596679167
30/7/2022,NCLH,35,11,15,136910,0.519533333
30/7/2022,NFLX,286,6708,29931,1369762,0.549795833
30/7/2022,NKE,74,310,1953,187484,0.52677619
30/7/2022,NUE,23,11,47,195406,0.497852941
30/7/2022,NVDA,681,64016,293669,3554792,0.568445833
30/7/2022,OXY,446,47478,122967,2490152,0.429245833
30/7/2022,PEP,76,1363,6857,166955,0.503731818
30/7/2022,PFE,239,4138,16542,651132,0.510733333
30/7/2022,PG,174,2337,21807,760098,0.546133333
30/7/2022,PM,32,168,1068,145863,0.511105882
30/7/2022,PYPL,609,46107,125369,4478264,0.4463625
30/7/2022,RCL,39,69,265,213101,0.5462
30/7/2022,REGN,47,1181,5606,879210,0.376438462
30/7/2022,SLB,33,85,369,137010,0.514061905
30/7/2022,T,159,40,311,584885,0.557420833
30/7/2022,TMO,28,97,687,78447,0.488752941
30/7/2022,TSLA,7574,8021003,8992086,24860517,0.555508333
30/7/2022,TSN,91,1847,2851,71195,0.607319048
30/7/2022,V,140,2274,19952,743065,0.5176875
30/7/2022,XOM,511,6514,23808,30926043,0.558625
31/7/2022,A,49,2,14,103254,0.568105
31/7/2022,AAL,108,59,287,820549,0.578565217
31/7/2022,AAPL,1935,13731,85729,10599127,0.5460625
31/7/2022,ABBV,154,7432,76918,507978,0.561129167
31/7/2022,AMD,1272,40519,125591,11150223,0.504866667
31/7/2022,AMZN,1358,9196,60381,8111239,0.554170833
31/7/2022,ATVI,332,38486,110887,3305022,0.3805625
31/7/2022,BA,264,848,4316,1857683,0.563520833
31/7/2022,C,75,252,472,921632,0.5239
31/7/2022,CCL,101,80,432,160417,0.572954167
31/7/2022,CMG,108,177,1613,403641,0.537219048
31/7/2022,CRM,55,310,1007,266905,0.544022222
31/7/2022,CVX,703,135439,802515,2094467,0.523104167
31/7/2022,D,25,32,50,80035,0.50165
31/7/2022,DAL,73,77,298,207025,0.531969565
31/7/2022,DD,22,53,216,81258,0.4382
31/7/2022,DG,93,1967,4237,154175,0.607852174
31/7/2022,DIS,210,850,5784,2250517,0.552116667
31/7/2022,DLTR,29,29,130,67882,0.568135714
31/7/2022,DVN,415,40459,113486,4222115,0.374045833
31/7/2022,EA,81,2172,11849,1200699,0.394033333
31/7/2022,EBAY,88,2180,11825,1314251,0.450463158
31/7/2022,ENPH,340,1584,9757,1315698,0.595133333
31/7/2022,ES,328,9587,74845,1511499,0.5989625
31/7/2022,F,263,1582,11498,1955896,0.5655125
31/7/2022,FCX,36,35,181,924124,0.56771
31/7/2022,GILD,100,2346,12175,953489,0.420005
31/7/2022,GOOG,392,2726,14846,2812767,0.569420833
31/7/2022,GOOGL,638,6604,41652,4690342,0.556791667
31/7/2022,GS,113,838,4118,723996,0.582120833
31/7/2022,INTC,258,1079,6840,1360338,0.5562
31/7/2022,J,44,227,1031,366945,0.525772222
31/7/2022,JNJ,157,3165,17984,720092,0.540768182
31/7/2022,JPM,186,3127,12411,875171,0.5544
31/7/2022,K,237,36450,105268,1650133,0.338779167
31/7/2022,KEY,93,334,550,1086821,0.644354545
31/7/2022,KO,121,1182,6845,747649,0.548169565
31/7/2022,L,159,2127,11726,834167,0.538658824
31/7/2022,LMT,93,677,3567,1030305,0.562029167
31/7/2022,MA,82,864,4271,398072,0.529954167
31/7/2022,MDT,89,105,546,571789,0.545443478
31/7/2022,META,671,6308,42235,5343465,0.548875
31/7/2022,MNST,71,178,1079,539459,0.5416
31/7/2022,MO,109,1378,8631,355778,0.548308333
31/7/2022,MPC,145,36802,96118,602068,0.304908333
31/7/2022,MRNA,521,38810,114606,5727520,0.415820833
31/7/2022,MRO,146,36664,95871,525831,0.315225
31/7/2022,MSFT,942,10496,51439,6027383,0.556595833
31/7/2022,MU,159,6146,73879,704417,0.532878261
31/7/2022,NCLH,23,35,107,18513,0.455816667
31/7/2022,NFLX,352,4378,17385,2278695,0.5140125
31/7/2022,NKE,101,1167,5743,460390,0.565321739
31/7/2022,NVDA,684,112105,471365,3620935,0.551954167
31/7/2022,OXY,534,39138,114550,5550648,0.4484375
31/7/2022,PEP,65,519,2620,303870,0.536595238
31/7/2022,PFE,196,2100,9002,1015248,0.528866667
31/7/2022,PG,196,7552,76280,771623,0.543833333
31/7/2022,PM,34,169,790,498902,0.5594
31/7/2022,PYPL,724,40608,122593,7126357,0.456195833
31/7/2022,RCL,29,43,49,114679,0.39561875
31/7/2022,REGN,93,2309,12395,1048128,0.413442857
31/7/2022,SLB,23,11,72,596803,0.500053333
31/7/2022,T,159,38,190,1438266,0.542947826
31/7/2022,TSLA,5687,3892650,5138178,22517667,0.550004167
31/7/2022,TSN,30,339,547,67502,0.51094
31/7/2022,V,295,8110,78962,1437922,0.535666667
31/7/2022,XOM,810,133282,794025,3028353,0.537583333
1/8/2022,A,80,16,123,1297743,0.547695833
1/8/2022,AAL,376,475,1172,2898574,0.587463636
1/8/2022,AAPL,4038,22078,133514,24526080,0.557195833
1/8/2022,ABBV,258,6811,65532,1842356,0.553486957
1/8/2022,ABT,36,556,109,260521,0.551821053
1/8/2022,AMD,2611,48651,149042,22020239,0.5292875
1/8/2022,AMZN,2668,10088,62181,18368512,0.5627
1/8/2022,ATVI,824,50114,168532,18578961,0.439904167
1/8/2022,AVGO,127,245,1122,575193,0.563191667
1/8/2022,BA,1116,1888,9724,16852862,0.587095833
1/8/2022,BIIB,30,10,34,118590,0.50601
1/8/2022,BKR,37,23,71,365655,0.527121429
1/8/2022,BMY,84,62,406,1142736,0.568366667
1/8/2022,C,171,178,956,478043,0.579030435
1/8/2022,CCL,275,114,406,1312739,0.608933333
1/8/2022,CMG,171,343,1439,1386687,0.49421
1/8/2022,CRM,198,214,1734,764356,0.565733333
1/8/2022,CVX,705,87617,529355,4500720,0.549266667
1/8/2022,D,67,118,143,146219,0.585084211
1/8/2022,DAL,225,58,99,1108426,0.576390909
1/8/2022,DD,79,1124,3511,933330,0.50072
1/8/2022,DG,187,5284,9096,941042,0.605543478
1/8/2022,DIS,447,3519,25293,7849656,0.592716667
1/8/2022,DLTR,34,1,13,112123,0.500111111
1/8/2022,DVN,794,46411,127569,10174994,0.4323625
1/8/2022,EA,134,2070,13497,1258477,0.478813043
1/8/2022,EBAY,145,1999,13049,1082609,0.468595455
1/8/2022,EL,66,121,426,1103320,0.575533333
1/8/2022,ENPH,363,1083,6810,3977012,0.567804167
1/8/2022,ES,735,2160,15825,3012687,0.5508875
1/8/2022,F,918,2309,21140,9174853,0.564804167
1/8/2022,FCX,89,442,1406,1453458,0.557475
1/8/2022,GILD,168,1927,12215,1854838,0.474595652
1/8/2022,GOOG,614,1987,10499,3586318,0.5544625
1/8/2022,GOOGL,828,4999,29489,11846663,0.571116667
1/8/2022,GS,202,1315,3218,894661,0.593979167
1/8/2022,HBAN,25,54,190,62100,0.576552941
1/8/2022,HON,39,3,29,168167,0.582746667
1/8/2022,ILMN,24,42,244,108951,0.481885714
1/8/2022,INTC,752,1645,9738,13310338,0.55055
1/8/2022,J,148,633,2059,2471738,0.531117391
1/8/2022,JNJ,217,1725,8415,1696518,0.56745
1/8/2022,JPM,310,744,2189,1123590,0.57556087
1/8/2022,K,352,44446,125815,3638211,0.404408333
1/8/2022,KEY,89,470,2037,315011,0.669282609
1/8/2022,KO,230,1729,8351,1619543,0.569520833
1/8/2022,L,227,1729,11748,2487382,0.496725
1/8/2022,LMT,277,1782,6275,1405338,0.546283333
1/8/2022,MA,102,332,2231,511180,0.5547625
1/8/2022,MDT,96,95,357,422588,0.593628571
1/8/2022,META,1732,107908,139775,19024961,0.557341667
1/8/2022,MNST,122,325,3541,884777,0.53655
1/8/2022,MO,131,1036,5214,1015330,0.57985
1/8/2022,MPC,221,42251,107148,2228684,0.318945833
1/8/2022,MRNA,622,44912,129900,4436626,0.458916667
1/8/2022,MRO,192,41246,103423,953959,0.3868375
1/8/2022,MSFT,1571,6204,30664,8694427,0.561641667
1/8/2022,MU,410,6818,72107,2107884,0.591358333
1/8/2022,NCLH,141,73,123,595369,0.628284211
1/8/2022,NFLX,830,3929,15644,4929836,0.560204167
1/8/2022,NKE,149,390,1897,591989,0.585433333
1/8/2022,NUE,34,72,384,332581,0.578441176
1/8/2022,NVDA,2047,1402431,4806419,13588522,0.580745833
1/8/2022,OXY,662,45300,131725,6340680,0.471429167
1/8/2022,PEP,554,1916,20031,13306351,0.577245833
1/8/2022,PFE,272,935,5666,1793315,0.557816667
1/8/2022,PG,322,14270,138867,1898489,0.5683375
1/8/2022,PM,93,276,991,235307,0.590479167
1/8/2022,PYPL,976,46213,135029,8179171,0.472075
1/8/2022,RCL,386,321,925,5786661,0.501931818
1/8/2022,REGN,114,2063,13465,892570,0.408552174
1/8/2022,SLB,34,10,67,385663,0.485422222
1/8/2022,STZ,22,6,8,99286,0.531463636
1/8/2022,T,365,12089,79603,2320513,0.583433333
1/8/2022,TMO,42,17,115,295903,0.54404
1/8/2022,TSLA,10548,1452077,2685794,64285693,0.556416667
1/8/2022,V,323,7629,69492,3331910,0.553145833
1/8/2022,XOM,613,79424,432714,3729312,0.5688375
2/8/2022,A,147,382,1134,1225305,0.534520833
2/8/2022,AAL,371,91,235,864965,0.583504167
2/8/2022,AAPL,3744,13939,81445,18838072,0.548654167
2/8/2022,ABBV,189,1372,12804,1547235,0.5378875
2/8/2022,ABT,44,291,84,121287,0.598547368
2/8/2022,AEP,34,8,16,330541,0.5231
2/8/2022,AES,24,4,4,184012,0.642807692
2/8/2022,AMD,4080,20337,78312,63977862,0.545441667
2/8/2022,AMZN,2490,8257,43479,13819352,0.561404167
2/8/2022,ATVI,357,30845,181593,2969009,0.4865375
2/8/2022,AVGO,82,97,510,321706,0.556013636
2/8/2022,BA,588,324,1668,2415139,0.585120833
2/8/2022,BIIB,23,2,16,60891,0.522511765
2/8/2022,BMY,74,423,5154,298523,0.526065217
2/8/2022,C,216,613,3230,1523158,0.574333333
2/8/2022,CCL,283,110,622,1648846,0.5818625
2/8/2022,CMG,125,429,5035,298206,0.552828571
2/8/2022,CRM,226,715,6043,1088172,0.549075
2/8/2022,CVX,395,11107,68677,2489041,0.5494875
2/8/2022,D,70,448,1198,123804,0.585195
2/8/2022,DAL,229,81,296,485034,0.585904167
2/8/2022,DD,158,747,2868,2597853,0.410170833
2/8/2022,DG,144,2844,5985,859686,0.593566667
2/8/2022,DIS,438,2275,15720,2362655,0.5863875
2/8/2022,DLTR,42,16,189,57048,0.571905
2/8/2022,DVN,282,12687,33702,2868052,0.521341667
2/8/2022,EA,360,1958,7217,9183916,0.44513913
2/8/2022,EBAY,85,104,411,631616,0.5499625
2/8/2022,EL,34,24,158,148403,0.627242105
2/8/2022,ENPH,359,979,7766,2063606,0.545641667
2/8/2022,ES,801,1310,10943,3286276,0.518529167
2/8/2022,F,1182,35848,144006,6356306,0.551383333
2/8/2022,FCX,82,53,327,1181349,0.5048
2/8/2022,GILD,366,2116,7754,6608405,0.484270833
2/8/2022,GOOG,690,1353,6953,2907074,0.558745833
2/8/2022,GOOGL,704,4815,27242,3573083,0.564979167
2/8/2022,GS,219,1050,4576,656547,0.565354167
2/8/2022,HBAN,21,52,110,29176,0.636875
2/8/2022,HON,68,435,5015,359932,0.535143478
2/8/2022,INTC,636,1332,6103,5455357,0.540583333
2/8/2022,J,82,615,1400,502098,0.478142105
2/8/2022,JNJ,265,554,3017,1716231,0.542329167
2/8/2022,JPM,424,963,5520,2600305,0.563629167
2/8/2022,K,104,11282,30408,416472,0.476391304
2/8/2022,KEY,96,647,4322,327598,0.639430435
2/8/2022,KO,174,548,3363,1025994,0.552604167
2/8/2022,L,119,59,347,94046,0.526389474
2/8/2022,LMT,446,4307,13151,2066818,0.554316667
2/8/2022,MA,135,540,2748,637300,0.595965217
2/8/2022,MDT,140,165,733,1818869,0.59522381
2/8/2022,META,2125,1550468,1664758,11643599,0.5480875
2/8/2022,MNST,55,21,158,253938,0.536533333
2/8/2022,MO,79,198,1043,577902,0.594686364
2/8/2022,MPC,263,12766,32088,4242919,0.418395833
2/8/2022,MRNA,376,11602,32210,1486337,0.539208333
2/8/2022,MRO,99,10678,26480,272258,0.466170833
2/8/2022,MSFT,1475,28062,116720,6913790,0.565633333
2/8/2022,MU,413,1745,9796,1340113,0.570716667
2/8/2022,NCLH,112,45,67,373280,0.467713043
2/8/2022,NFLX,808,3426,16893,3119624,0.574925
2/8/2022,NKE,180,350,2440,921709,0.536591667
2/8/2022,NUE,38,31,252,183294,0.563533333
2/8/2022,NVDA,2002,358437,1306948,10924452,0.554375
2/8/2022,OXY,763,14529,46563,10448469,0.4941875
2/8/2022,PEP,286,1235,12222,3571502,0.566133333
2/8/2022,PFE,280,295,1133,1298657,0.5740125
2/8/2022,PG,227,6144,33231,669571,0.578233333
2/8/2022,PM,56,26,121,242171,0.581361905
2/8/2022,PYPL,2457,22902,96437,45283927,0.511770833
2/8/2022,RCL,251,242,746,1098120,0.536247826
2/8/2022,REGN,58,390,1878,789257,0.615058824
2/8/2022,SLB,32,5,76,140701,0.579982353
2/8/2022,STZ,47,105,416,566521,0.50670625
2/8/2022,T,380,1071,6927,2558066,0.5653
2/8/2022,TMO,48,84,511,185546,0.545405556
2/8/2022,TSLA,9419,222661,1485512,49743436,0.53775
2/8/2022,TSN,27,10,30,73662,0.4944125
2/8/2022,V,424,2534,13887,4607283,0.554329167
2/8/2022,XOM,410,8585,45996,2222593,0.579866667
3/8/2022,A,94,39,113,1589676,0.5717625
3/8/2022,AAL,281,519,3300,663305,0.596375
3/8/2022,AAPL,3916,17724,81819,23716640,0.544004167
3/8/2022,ABBV,352,74911,573151,1165268,0.577083333
3/8/2022,ABT,55,2955,5760,569437,0.555089474
3/8/2022,AES,28,8,4,140722,0.36008
3/8/2022,AMD,2909,15560,49515,32949827,0.555945833
3/8/2022,AMZN,2671,12918,46332,16355159,0.568420833
3/8/2022,ATVI,119,4378,18438,2575934,0.479673913
3/8/2022,AVGO,141,1362,8744,882502,0.609813043
3/8/2022,BA,426,507,2786,1711800,0.596995833
3/8/2022,BIIB,42,31,33,167815,0.505838889
3/8/2022,BMY,83,314,2186,515443,0.597357143
3/8/2022,C,191,480,1407,1854344,0.590373913
3/8/2022,CCL,243,136,554,846955,0.589545833
3/8/2022,CMG,101,226,1240,950373,0.55141
3/8/2022,CRM,214,340,2602,1346276,0.595908333
3/8/2022,CVX,383,4528,30611,2049573,0.567604167
3/8/2022,D,63,127,183,290832,0.633586957
3/8/2022,DAL,178,66,211,640996,0.60315
3/8/2022,DD,47,82,208,801493,0.56436875
3/8/2022,DG,139,2052,5297,778957,0.618858333
3/8/2022,DIS,554,5088,15484,2007840,0.571954167
3/8/2022,DLTR,22,2,2,87989,0.618158333
3/8/2022,DVN,229,5250,18557,1207573,0.54213913
3/8/2022,EA,133,341,1171,5459904,0.489104167
3/8/2022,EBAY,433,4556,10097,6962465,0.565675
3/8/2022,EL,23,43,270,69641,0.538636364
3/8/2022,ENPH,321,1077,8374,2696217,0.564291667
3/8/2022,ES,842,1315,10962,3200532,0.5318375
3/8/2022,F,1179,40380,171851,9339229,0.563366667
3/8/2022,FCX,59,52,467,544256,0.553938095
3/8/2022,GILD,213,539,2509,1583392,0.567875
3/8/2022,GOOG,629,2473,15124,1883648,0.575283333
3/8/2022,GOOGL,734,2498,12827,5718481,0.55695
3/8/2022,GS,296,3275,17980,1546047,0.5801375
3/8/2022,HBAN,23,5,9,152558,0.58985
3/8/2022,HON,33,26,269,368391,0.540045
3/8/2022,ILMN,26,12,90,119536,0.541593333
3/8/2022,INTC,679,1517,9001,6185415,0.544066667
3/8/2022,J,36,377,1210,235952,0.472130769
3/8/2022,JNJ,164,560,4839,910294,0.562391667
3/8/2022,JPM,407,1807,10469,2617595,0.5611
3/8/2022,K,90,3598,9992,924948,0.470108696
3/8/2022,KEY,124,735,5264,1127168,0.624958333
3/8/2022,KO,179,406,2603,984942,0.581875
3/8/2022,L,164,87,574,64948,0.546431579
3/8/2022,LMT,289,4937,16526,1286312,0.560641667
3/8/2022,MA,123,445,2217,525798,0.581678261
3/8/2022,MDT,153,46,151,544628,0.568821739
3/8/2022,META,4524,4407556,3530176,13602123,0.6093375
3/8/2022,MNST,70,165,611,690245,0.519215
3/8/2022,MO,65,201,959,444047,0.584828571
3/8/2022,MPC,65,2974,7426,486031,0.527108696
3/8/2022,MRNA,1455,8626,26715,23744670,0.567504167
3/8/2022,MRO,260,6515,13941,3008529,0.537286957
3/8/2022,MSFT,1451,15030,39789,6961812,0.5630125
3/8/2022,MU,544,74653,559357,1876697,0.585275
3/8/2022,NCLH,130,172,338,451690,0.558391667
3/8/2022,NFLX,930,4517,18507,6908793,0.576579167
3/8/2022,NKE,116,385,2879,375669,0.56995
3/8/2022,NUE,33,26,178,342167,0.5543625
3/8/2022,NVDA,1413,67130,269556,7146785,0.569558333
3/8/2022,OXY,432,3719,12454,7282797,0.549633333
3/8/2022,PEP,142,329,2633,1362128,0.583395833
3/8/2022,PFE,258,590,2810,772951,0.584775
3/8/2022,PG,441,74296,593707,3806479,0.572047826
3/8/2022,PM,42,86,444,236648,0.513157895
3/8/2022,PYPL,2283,28973,156525,33925480,0.5553125
3/8/2022,RCL,154,113,304,694917,0.508552174
3/8/2022,REGN,322,2759,4680,3670900,0.556516667
3/8/2022,SLB,30,20,65,558319,0.50615
3/8/2022,STZ,89,3646,4779,374048,0.578217647
3/8/2022,T,272,240,1528,1230951,0.5677875
3/8/2022,TMO,40,35,193,511975,0.66414375
3/8/2022,TSLA,9591,180234,1289243,54719562,0.553070833
3/8/2022,TSN,35,108,184,158530,0.453784615
3/8/2022,V,436,75455,574787,1682261,0.576
3/8/2022,XOM,393,3389,17408,1266284,0.554220833
4/8/2022,A,78,40,90,658498,0.524
4/8/2022,AAL,256,60,416,1280414,0.604225
4/8/2022,AAPL,3412,17998,162923,45430384,0.547383333
4/8/2022,ABBV,154,1827,12688,893460,0.582175
4/8/2022,ABT,50,2685,4360,604388,0.60049
4/8/2022,AES,45,22,70,1055362,0.573675
4/8/2022,AMD,2201,5294,29521,18531045,0.5643125
4/8/2022,AMZN,2492,23868,269906,42666240,0.568966667
4/8/2022,ATVI,88,1855,11273,499429,0.546668421
4/8/2022,AVGO,87,821,5501,297591,0.583586957
4/8/2022,BA,326,283,1532,894816,0.569083333
4/8/2022,BIIB,26,63,317,110287,0.47524
4/8/2022,BKR,24,5,3,223345,0.57638
4/8/2022,BMY,49,237,1460,167824,0.549152381
4/8/2022,C,150,46,77,515670,0.5718625
4/8/2022,CCL,264,49,356,928466,0.5476625
4/8/2022,CMG,105,46,288,505107,0.497678947
4/8/2022,CRM,294,589,3078,779685,0.558995833
4/8/2022,CVX,402,7939,41498,7469970,0.5302375
4/8/2022,D,87,56,79,48162,0.59522
4/8/2022,DAL,186,147,2998,668864,0.572734783
4/8/2022,DD,22,809,949,310051,0.4298
4/8/2022,DG,122,914,1858,976819,0.6257
4/8/2022,DIS,389,845,4995,1945409,0.565579167
4/8/2022,DLTR,87,8,4,429607,0.507473333
4/8/2022,DVN,114,1638,4671,656483,0.535795652
4/8/2022,EA,64,64,252,3492467,0.497395455
4/8/2022,EBAY,195,279,1238,3169870,0.539595833
4/8/2022,EL,34,79,468,184745,0.526971429
4/8/2022,ENPH,292,1065,8202,1510289,0.5586
4/8/2022,ES,804,3545,17478,3689289,0.54055
4/8/2022,F,661,3245,22188,4249564,0.5797625
4/8/2022,FCX,66,58,330,854792,0.5749
4/8/2022,GILD,156,162,529,1126293,0.529926087
